DocumentNumber,County,Narrative
20253043524,Franklin County,On 3/4/2025 at approximately 8:23 AM; Officer A. McDonald #2811 wearing the uniform of the day and working CPD marked cruiser 163 was dispatched to Brodbelt Ln and Neil Ave. in response to an auto accident with injury. Upon arrival Officer McDonald spoke with the driver of unit #1 who was identified by her Ohio drivers license as Melissa Scott. Ms. Scott stated that she was traveling S/B on Neil Ave. to turn E/B on Broadbelt Ln. Ms. Scott stated that the driver of unit #2 ran the red light resulting in the accident. Ms. Scott stated that her right arm was hurt as a result of the accident and CFD Medic 1 treated Ms. Scott at scene. Ms. Scott's vehicle was inoperable and was towed by A&A Towing. Officer McDonald spoke with the driver of unit #2 who was identified by her Ohio drivers license as Gabriella Weiss. Ms. Weiss stated that she was traveling N/B on Neil Ave. approaching Broadbelt Ln. Ms. Weiss stated that the driver of unit #1 failed to yield while making a left hand turn and as a result; she crashed into unit #1. Ms. Weiss stated that her back hurt from the accident and was treated at scene by CFD Engine One.Due to no independent witnesses and conflicting statements by both parties; both parties were issued a incident report number and referred to their insurance companies. 
20253044434,Franklin County,Unit 2 was traveling west on Oakland Park Ave stopped at the red light at Cleveland Ave. Unit 1 was traveling west on Oakland Park Ave behind Unit 2 approaching Cleveland Ave. Unit 1 did not stop in time and struck the rear of Unit 2 causing functional damage to the rear bumper and trunk. Officers found driver of Unit 1 to not have a valid driver's license. Officers cited driver of Unit 1 for ACDA and No Operators License. Unit 2 was able to drive from scene while Unit 1 who was parked in the KFC parking lot was instructed to wait until a valid driver arrived. 
20253047229,Franklin County,"Unit #2 stated he was walking across the parking lot to enter the Wendys when the driver of Unit #1 proceeded to strike him resulting in the accident and damages.  Unit #2 stated he was not able to identify who was drving the vehicle and only described Unit #1 as ""off white"".  The reporting officer Spoke with the witness who stated Unit #1 was traveling at a high rate of speed through the parking lot while she was waiting in the drive thorugh line.  The witness stated she obsered Uniot #1 strike Unit #2 causing him to fall to the ground.  The witness described Unit #1 as a male black with dirty jeans and a beanie on his head.  The witness described the vehicle as a box style SUV similar to a Kia Soul.  The license plate KKY2674 registered to a Toyota Station Wagon (VIN: JTLKT334264030820).  Officers attempted to conduct follow up at the registered location; however; recieved no answer at the door and the vehicle was not parked nearby.  Unit #2 was treated at scene by VFD Medic 3 and refused transport. "
20253047426,Franklin County,On 3/14/2025 at approximately 11:32 AM; Officer A. McDonald #2811 wearing the uniform of the day and working CPD marked cruiser 163 was disaptched to E. Main St. at S. 3rd St. in response to an auto accident with injury. Upon arrival; Officer McDonald spoke with the driver of unit #2 who was identified by her Ohio drivers license as Olivia Abrams. Ms. Abrams stated that she was traveling E/B on E. Main St. approaching S. 3rd St. Ms. Abrams stated that the driver of unit #1 ran the red light resulting in the accident. Officer McDonald spoke with the driver of unit #1 who identified himself as Dana Bowers. Mr. Bowers stated that he was traveling S/B on S. 3rd St. approaching E. Main St. Mr. Bowers stated that he had the green light and proceeded through the intersection when he was struck by unit #2 who he claims ran the red light. Officer McDonald spoke with a witness at scene; Jauqualia Williams; who stated that she was traveling S/B on S.3rd St. approaching E. Main St. Ms. Williams stated that she had the red light and that unit #1 ran the light. Officer McDonald attempted to clarify who was at fault and Ms. Williams stated that Ms. Bowers was at fault. Ms. Williams was in a hurry to leave the scene and Officer McDonald was unable to clarify with her as to who ran the red light. Officer McDonald called Ms. Williams four times and got voicemail on every call. Officer McDonald 
20253047427,Franklin County,On 3/11/2025 at approximately 9:50 AM; Officer A. McDonald #2811 wearing the uniform of the day and working CPD marked cruiser 84 was dispatched to 230 N Central Ave. in response to an auto accident with property damage only hit-skip. Upon arrival; Officer McDonald spoke with the driver of unit #2 who was identified by his Ohio drivers license as Bretton Thompson. Mr. Thompson stated that he was traveling N/B on N. Central Ave. approaching River St. Mr. Thompson stated that a red Honda CRV with partial tag WDS failed to yield from a stop sign resulting in the accident. Mr. Thompson described the driver of the Honda CRV as a male Hispanic wearing a baseball hat. Mr. Thompson stated that the driver of the Honda CRV fled the scene N/B without exchanging information. Mr. Thompson was given a incident report number and referred to his insurance company. 
20253053284,Franklin County,Units 1 and 2 were parked in the parking lot of McDonalds located at 359 Agler Road. Unit 1 was unoccupied. Unit 2 began backing out and turned too sharply and struck Unit 1 cause minor damage to both vehicles.
20253054285,Franklin County,On the listed date; time; and place Ofc. Bingham was dispatched to a single vehicle crash. Once on scene Ofc. Bingham observed tire marks from Unit 1 on Cleveland Ave. indicating that unit 1 was making a left turn from Innis Rd. and was travelling to fast to not go into the construction zone strike a traffic barrel go over the curb. The vehicle went up a 2 foot barrier wall and came to rest in the McDonalds parking lot. Ofc. Bingham observed both front tires were flat and the rims bent. The whole crash was observed by a Columbus Police Officer who was one a traffic stop. Ofc. Bingham was told by the CPD Officer that the drive was picked up by a person driving a red Chevrolet Equinox and they fled the scene southbound on Cleveland Ave. Unit 1 was impound through All-Points. Ofc. Bingham then cleared the scene. Nothing further.  Recorded on B/C-66  
20253058957,Franklin County,"Unit 2 was stopped at a red traffic light; on Northtowne Blvd; just north of Morse Rd behing several other vehicles and was facing southbound. Unit 1 was traveling southbound on Northtowne Blvd and was approaching Unit 2. ;While Unit 2 was stopped at the traffic light; Unit 1 struck Unit 2 in Unit 2's rear-end; causing minor damage to Unit 2's rear bumper. Unit 1 and Unit 2 exited the roadway and pulled into the Arby's restaurant parking lot. The driver of Unit 2 stated the driver of Unit 1; exited her vehicle and stated; ""why did you hit me?"" The driver of Unit 2 attempted to retrieve information from the driver of Unit 2. Unit 2 refused to exchange information and got back into her vehicle and left northbound on Northtowne Blvd. The driver of Unit 2 stated the driver of Unit 1 was a female Somali; around 55 years old; standing around five feet tall; weighing around 170 - 180 pounds; with brown eyes and wearing a grey hijab. Prior to both Units exiting the roadway; the driver of Unit 2 used his cellular phone's camera to photograph Unit 1 stopped immediately behind Unit 2's rear bumper and also photographed Unit 1's license plate which was Ohio license#: EES2020. No injuries were reported. Responding officer conducted a follow-up investigation at Unit 1's registered address and did not locate Unit 1 at the registered address and did not get an answer at the front door. "
20253059657,Franklin County,Unit 1 was travelling west bound on E Main St. in the inner lane when Unit 2 exited McDonalds; located at 6323 E Main St. Unit 2 exited McDonalds and struck Unit 1 on the drivers side; causing substantial damage to Unit 1. Unit 2 fled the scene.
20253059813,Franklin County,On 3/13/2025 at approximately 3:20pm; Unit 1 and Unit 2 were traveling southbound on I-270 approaching the exit for Georgesville Rd. Unit 2 stated that Unit 1 was a tractor-trailer and lost a wheel while traveling south on I-270. Unit 2 stated that the wheel bounced back and collided with the front passenger side of Unit 2 while Unit 2 was also traveling south on I-270. The driver of Unit 2 explained that the impact caused her to slam her head on her head rest however; Unit 2 maintained control of the vehicle and relocated to the Taco Bell at 1516 Georgesville Rd to report the incident to police. Unit 2 stated that she was unable to identify any information belonging to Unit 1 other than the color of Unit 1 being white. Unit 2 was evaluated for injuries by CFD Medic #31. The driver of Unit 2 declined transportation to the nearest Hospital for further evaluation however; stated that she would self transport if the injuries worsened. The driver of Unit 2 was provided with an incident number and left the scene. The responding officer was unable to conduct a follow up in an attempt to identify Unit 1 due to the lack of provided identifying information.
20253060008,Franklin County,On 3/29/2025 at approximately 11:34 AM; Officer A. McDonald #2811 wearing the uniform of the day and working CPD marked cruiser 163 was dispatched to S. 3rd St. at E. Engler St. in response to a auto accident with property damage only. Upon arrival; Officer McDonald spoke with the driver of unit #1 who was identified by her Ohio drivers license as Amber Boardman. Ms. Boardman stated that she was traveling in the center lane going S/B on S. 3rd St. Ms. Boardman stated that she attempted to turn E/B on E. Engler St. from the center lane and was struck by unit #2. There were construction cones set up between the middle lane and the E/B curb lane and Ms. Boardman stated that the cones made in confusing as to whether she could turn or not. Officer McDonald spoke with the driver of unit #2 who was identified by his Ohio drivers license as Paul Young. Mr. Young stated that he was traveling S/B on S. 3rd St. approaching E. Engler St. Mr. Young stated that the driver of unit #1 turned in front of him resulting in him striking her vehicle. Ms. Boardman was issued a citation for improper left turn. 
